nom,age,ori,haut,poids,s20,s21,v20,v21,rupt,c20,c21,lig20,lig21,div20,div21
R. Richards,17,England,178,68,1000.0,1000.0,425000.0,350000.0,1000000.0,West Bromwich Albion,West Bromwich Albion,English Premier League,English League Championship,1.0,2.0
D. Meitei,27,India,175,65,,500.0,,110000.0,157000.0,,Kerala Blasters FC,,Indian Super League,,1.0
F. Gerbowski,18,Poland,180,76,,500.0,,250000.0,494000.0,,Wisła Płock,,Polish T-Mobile Ekstraklasa,,1.0
H. Al Slais,20,Saudi Arabia,182,82,,4000.0,,250000.0,569000.0,,Ettifaq FC,,Saudi Abdul L. Jameel League,,1.0
O. Sørensen,19,Denmark,187,78,,2000.0,,275000.0,529000.0,,FC Midtjylland,,Danish Superliga,,1.0
V. Borcea,19,Romania,175,71,,550.0,,275000.0,543000.0,,FC Dinamo 1948 Bucureşti,,Romanian Liga I,,1.0
D. Krzysztofek,21,Poland,190,77,600.0,700.0,200000.0,230000.0,357000.0,Pogoń Szczecin,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,Polish T-Mobile Ekstraklasa,1.0,1.0
J. Sikora,19,Poland,183,76,800.0,1000.0,210000.0,240000.0,570000.0,Bradford City,Bradford City,English League Two,English League Two,4.0,4.0
M. Traore,18,Senegal,182,68,500.0,500.0,200000.0,230000.0,489000.0,Los Angeles FC,Los Angeles FC,USA Major League Soccer,USA Major League Soccer,1.0,1.0
A. Kumar,24,India,174,65,,500.0,,210000.0,326000.0,,Bengaluru FC,,Indian Super League,,1.0
N. Dosis,20,Sweden,182,74,500.0,550.0,120000.0,220000.0,319000.0,Östersunds FK,Östersunds FK,Swedish Allsvenskan,Swedish Allsvenskan,1.0,1.0
N. Naorem,21,India,168,69,,500.0,,240000.0,372000.0,,FC Goa,,Indian Super League,,1.0
C. Carty,19,Republic of Ireland,184,73,,6000.0,,250000.0,631000.0,,Wolverhampton Wanderers,,English Premier League,,1.0
M. Marshall,18,England,175,67,500.0,850.0,275000.0,250000.0,594000.0,Colchester United,Colchester United,English League Two,English League Two,4.0,4.0
J. Hutchinson,19,England,185,74,1000.0,2000.0,325000.0,250000.0,594000.0,Colchester United,Colchester United,English League Two,English League Two,4.0,4.0
D. Fisher,19,England,180,75,,900.0,,275000.0,653000.0,,AFC Wimbledon,,English League One,,3.0
J. Luamba,18,Congo DR,183,66,500.0,900.0,130000.0,275000.0,653000.0,Oldham Athletic,Oldham Athletic,English League Two,English League Two,4.0,4.0
F. Hoti,20,Kosovo,182,66,700.0,900.0,190000.0,240000.0,468000.0,Dundee United,Dundee United,Scottish Premiership,Scottish Premiership,1.0,1.0
T. Wolff,18,United States,174,70,500.0,550.0,275000.0,275000.0,584000.0,Atlanta United,Atlanta United,USA Major League Soccer,USA Major League Soccer,1.0,1.0
F. Ristanic,17,Austria,181,70,,500.0,,300000.0,735000.0,,FC Flyeralarm Admira,,Austrian Football Bundesliga,,1.0
D. Hawkins,20,Wales,173,65,2000.0,500.0,180000.0,250000.0,544000.0,Salford City,Finn Harps,English League Two,Rep. Ireland Airtricity League,4.0,1.0
T. Linsbichler,21,Austria,193,81,500.0,550.0,210000.0,240000.0,396000.0,TSV 1860 München,TSV 1860 München,German 3. Bundesliga,German 3. Bundesliga,3.0,3.0
M. Pußwald,19,Austria,182,71,,500.0,,220000.0,457000.0,,TSV Egger Glas Hartberg,,Austrian Football Bundesliga,,1.0
C. Jones,20,Wales,175,65,,2000.0,,275000.0,,,Morecambe,,English League One,,3.0
M. Richter,21,Germany,198,87,,650.0,,210000.0,347000.0,,FC Würzburger Kickers,,German 3. Bundesliga,,3.0
B. Sunderland,18,United States,185,77,,500.0,,220000.0,457000.0,,FC Cincinnati,,USA Major League Soccer,,1.0
K. Dagriri,19,Saudi Arabia,173,60,,1000.0,,275000.0,626000.0,,Al Faisaly,,Saudi Abdul L. Jameel League,,1.0
I. Jensen,17,Denmark,185,71,,500.0,,250000.0,469000.0,,SønderjyskE,,Danish Superliga,,1.0
A. Caia,18,Romania,178,70,,800.0,,230000.0,357000.0,,FC Botoşani,,Romanian Liga I,,1.0
B. Roco,17,Chile,170,65,,500.0,,230000.0,454000.0,,CD Huachipato,,Chilian Campeonato Nacional,,1.0
A. Jasson,19,United States,175,70,,850.0,,300000.0,750000.0,,New York City FC,,USA Major League Soccer,,1.0
M. Irshad,26,India,176,79,,500.0,,130000.0,185000.0,,NorthEast United FC,,Indian Super League,,1.0
G. Villamíl,20,Peru,175,64,,500.0,,250000.0,588000.0,,Club Bolívar,,Liga de Fútbol Profesional Boliviano,,1.0
E. Skistad,20,Norway,175,70,,550.0,,250000.0,363000.0,,Mjøndalen IF,,Norwegian Eliteserien,,1.0
P. Boer,19,Italy,193,80,,2000.0,,275000.0,743000.0,,Roma,,Italian Serie A,,1.0
A. Johansson,21,Sweden,183,75,,650.0,,240000.0,348000.0,,Halmstads BK,,Swedish Allsvenskan,,1.0
A. Mlinaric,19,Australia,190,68,,750.0,,275000.0,516000.0,,Sydney FC,,Australian Hyundai A-League,,1.0
J. Singh,20,Denmark,185,70,,2000.0,,250000.0,469000.0,,Brøndby IF,,Danish Superliga,,1.0
G. Singh,21,India,182,81,,500.0,,230000.0,454000.0,,Hyderabad FC,,Indian Super League,,1.0
Rochharzela,23,India,176,61,,500.0,,240000.0,372000.0,,NorthEast United FC,,Indian Super League,,1.0
G. Bellagambi,19,England,189,75,,500.0,,250000.0,619000.0,,Huddersfield Town,,English League Championship,,2.0
C. Wood,18,England,172,70,,1000.0,,250000.0,594000.0,,Bradford City,,English League Two,,4.0
M. Monzeglio,19,Uruguay,182,71,,500.0,,250000.0,706000.0,,Club Nacional de Football,,Uruguayan Primera División,,1.0
H. Mociu,19,Romania,185,87,,500.0,,200000.0,310000.0,,AFC UTA Arad,,Romanian Liga I,,1.0
E. Olsson,18,Sweden,188,72,,500.0,,230000.0,,,FC Groningen,,Holland Eredivisie,,1.0
R. Zouhir,17,Canada,178,72,,500.0,,250000.0,519000.0,,Club de Foot Montréal,,USA Major League Soccer,,1.0
Kim Ki Hwan,21,Korea Republic,178,74,,850.0,,230000.0,334000.0,,Gangwon FC,,Korean K League 1,,1.0
Park Sang Hyuk,19,Korea Republic,182,75,,850.0,,275000.0,516000.0,,Gangwon FC,,Korean K League 1,,1.0
H. Araúz,20,Bolivia,175,67,,500.0,,250000.0,694000.0,,Club Atlético Palmaflor,,Liga de Fútbol Profesional Boliviano,,1.0
D. Walsh,18,Australia,193,84,,500.0,,230000.0,431000.0,,Perth Glory,,Australian Hyundai A-League,,1.0
P. Zvar,19,Sweden,185,81,,500.0,,200000.0,290000.0,,Mjällby AIF,,Swedish Allsvenskan,,1.0
S. Denham,18,Scotland,180,70,,500.0,,325000.0,894000.0,,St. Johnstone FC,,Scottish Premiership,,1.0
K. Monzialo,20,France,185,75,,1000.0,,240000.0,396000.0,,FC Lugano,,Swiss Super League,,1.0
S. Tanabe,19,Japan,180,70,,900.0,,240000.0,462000.0,,Kawasaki Frontale,,Japanese J. League Division 1,,1.0
T. Sakurai,18,Japan,178,68,,500.0,,250000.0,481000.0,,Vissel Kobe,,Japanese J. League Division 1,,1.0
Y. Funabashi,18,Japan,175,67,,500.0,,250000.0,481000.0,,Kashima Antlers,,Japanese J. League Division 1,,1.0
A. Păun,20,Romania,181,80,,550.0,,250000.0,494000.0,,FC Academica Clinceni,,Romanian Liga I,,1.0
A. Bjarnason,25,Iceland,173,72,,850.0,,140000.0,186000.0,,IK Sirius,,Swedish Allsvenskan,,1.0
H. Johansson,23,Sweden,190,82,,650.0,,170000.0,247000.0,,Mjällby AIF,,Swedish Allsvenskan,,1.0
K. Caicedo,20,Colombia,187,78,,500.0,,250000.0,494000.0,,Deportivo Pasto,,Colombian Liga Postobón,,1.0
A. Kozubal,16,Poland,176,68,,500.0,,325000.0,780000.0,,Lech Poznań,,Polish T-Mobile Ekstraklasa,,1.0
M. Beernaert,18,Belgium,188,76,,500.0,,240000.0,510000.0,,SV Zulte Waregem,,Belgian Jupiler Pro League,,1.0
R. Matsui,21,Japan,178,71,,1000.0,,240000.0,360000.0,,Kawasaki Frontale,,Japanese J. League Division 1,,1.0
J. Stafford,18,England,186,70,,500.0,,220000.0,385000.0,,Waterford FC,,Rep. Ireland Airtricity League,,1.0
B. Ruiz,19,Ecuador,165,62,,500.0,,275000.0,763000.0,,Guayaquil City FC,,Ecuadorian Serie A,,1.0
J. Ayoví,19,Ecuador,170,68,,500.0,,275000.0,763000.0,,Guayaquil City FC,,Ecuadorian Serie A,,1.0
L. Andronache,17,Romania,186,71,,500.0,,275000.0,543000.0,,FC Farul Constanța,,Romanian Liga I,,1.0
L. Bergström,18,Finland,200,84,,1000.0,,275000.0,784000.0,,Chelsea,,English Premier League,,1.0
S. Lee,20,Germany,168,57,,600.0,,250000.0,413000.0,,SV Waldhof Mannheim 07,,German 3. Bundesliga,,3.0
A. Fofana,20,Côte d'Ivoire,180,74,,1000.0,,240000.0,348000.0,,Vejle Boldklub,,Danish Superliga,,1.0
L. Yamahara,22,Japan,164,65,,650.0,,230000.0,334000.0,,Shimizu S-Pulse,,Japanese J. League Division 1,,1.0
W. Rivera,17,Puerto Rico,167,67,,500.0,,275000.0,584000.0,,Orlando City Soccer Club,,USA Major League Soccer,,1.0
C. Harris,21,England,183,73,,1000.0,,240000.0,396000.0,,FC Cincinnati,,USA Major League Soccer,,1.0
D. Iancu,18,Romania,180,63,,550.0,,275000.0,543000.0,,Gaz Metan Mediaş,,Romanian Liga I,,1.0
K. Atheba,20,Belgium,187,80,,1000.0,,200000.0,330000.0,,Royale Union Saint-Gilloise,,Belgian Jupiler Pro League,,1.0
Zhang Zijian,24,China PR,186,82,,1000.0,,140000.0,228000.0,,Changchun Yatai FC,,Chinese Super League,,1.0
Wei Minzhe,22,China PR,193,78,,1000.0,,140000.0,245000.0,,Shenzhen FC,,Chinese Super League,,1.0
Li Xiang,30,China PR,190,83,,3000.0,,110000.0,171000.0,,Tianjin Jinmen Tiger FC,,Chinese Super League,,1.0
L. Schulze-Kökelsum,19,Germany,190,82,,500.0,,220000.0,457000.0,,Eintracht Braunschweig,,German 3. Bundesliga,,3.0
A. Quezada,22,United States,175,68,,1000.0,,240000.0,408000.0,,Los Angeles FC,,USA Major League Soccer,,1.0
H. Ruivah,20,India,180,75,,500.0,,220000.0,341000.0,,Kerala Blasters FC,,Indian Super League,,1.0
R. Djedje,19,France,183,78,,1000.0,,220000.0,,,Seraing,,Belgian Jupiler Pro League,,1.0
J. Robertsen,17,Norway,175,70,,500.0,,250000.0,469000.0,,Tromsø IL,,Norwegian Eliteserien,,1.0
S. Øverby,22,Norway,179,64,,600.0,,230000.0,334000.0,,Mjøndalen IF,,Norwegian Eliteserien,,1.0
D. Thomas,17,England,183,71,,500.0,,250000.0,594000.0,,Colchester United,,English League Two,,4.0
J. Myszor,19,Poland,175,66,,900.0,,275000.0,543000.0,,Cracovia,,Polish T-Mobile Ekstraklasa,,1.0
K. Bracik,20,Poland,184,76,,1000.0,,240000.0,372000.0,,Cracovia,,Polish T-Mobile Ekstraklasa,,1.0
J. Batioja,18,Ecuador,175,70,,500.0,,275000.0,866000.0,,Sociedad Deportiva Aucas,,Ecuadorian Serie A,,1.0
D. Montiel,23,Ecuador,175,70,,500.0,,200000.0,470000.0,,CS Emelec,,Ecuadorian Serie A,,1.0
M. Halliday,18,United States,183,72,,500.0,,250000.0,531000.0,,Orlando City Soccer Club,,USA Major League Soccer,,1.0
R. Austin,18,Wales,192,83,,500.0,,230000.0,638000.0,,Wrexham AFC,,English National League,,5.0
M. Cleworth,18,England,191,87,,500.0,,230000.0,638000.0,,Wrexham AFC,,English National League,,5.0
N. Koutsakos,17,Cyprus,180,74,,500.0,,250000.0,706000.0,,APOEL Nicosia FC,,Cypriot First Division,,1.0
L. Vincent,18,England,185,71,,550.0,,275000.0,756000.0,,Portsmouth,,English League One,,3.0
J. Pek,20,Poland,184,73,,900.0,,220000.0,341000.0,,Bruk-Bet Termalica Nieciecza,,Polish T-Mobile Ekstraklasa,,1.0
L. Klußmann,18,Germany,187,84,,500.0,,240000.0,498000.0,,Borussia Dortmund II,,German 3. Bundesliga,,3.0
I. Ștefan,20,Romania,183,73,,750.0,,220000.0,341000.0,,FC Academica Clinceni,,Romanian Liga I,,1.0
N. Wassberg,17,Norway,178,60,,500.0,,325000.0,731000.0,,SK Brann,,Norwegian Eliteserien,,1.0
Y. Ozaki,17,Japan,185,74,,500.0,,250000.0,481000.0,,Vissel Kobe,,Japanese J. League Division 1,,1.0
A. Kostrzewski,22,Poland,195,91,,500.0,,140000.0,217000.0,,Górnik Łęczna,,Polish T-Mobile Ekstraklasa,,1.0
J. Nowaczek,19,Poland,185,75,,500.0,,220000.0,341000.0,,Górnik Łęczna,,Polish T-Mobile Ekstraklasa,,1.0
S. Kvia-Egeskog,18,Norway,176,73,,500.0,,275000.0,516000.0,,Viking FK,,Norwegian Eliteserien,,1.0
T. Ernst,18,Germany,193,84,,500.0,,300000.0,840000.0,,VfL Bochum 1848,,German 1. Bundesliga,,1.0
D. Coogan,19,England,175,70,,1000.0,,240000.0,570000.0,,Walsall,,English League Two,,4.0
A. Brown,19,England,190,87,,1000.0,,300000.0,735000.0,,FC Lausanne-Sport,,Swiss Super League,,1.0
L. Becker,19,Germany,193,73,,500.0,,220000.0,363000.0,,SV Wehen Wiesbaden,,German 3. Bundesliga,,3.0
E. McLaughlin,19,Republic of Ireland,176,71,,500.0,,250000.0,544000.0,,Derry City,,Rep. Ireland Airtricity League,,1.0
L. Breunig,17,Germany,187,76,,500.0,,250000.0,519000.0,,FC Würzburger Kickers,,German 3. Bundesliga,,3.0
J. Klöpper,19,Germany,190,80,,500.0,,250000.0,519000.0,,SV Meppen,,German 3. Bundesliga,,3.0
S. Skrbo,20,Austria,175,65,,2000.0,,250000.0,413000.0,,WSG Tirol,,Austrian Football Bundesliga,,1.0
K. Ehibhatiomhan,18,England,191,74,,2000.0,,275000.0,694000.0,,Reading,,English League Championship,,2.0
D. Skubl,19,Austria,188,80,,800.0,,220000.0,457000.0,,RZ Pellets Wolfsberger AC,,Austrian Football Bundesliga,,1.0
H. Sjögrell,20,Sweden,179,70,,650.0,,250000.0,469000.0,,IK Sirius,,Swedish Allsvenskan,,1.0
T. Pieńko,17,Poland,185,76,,500.0,,275000.0,543000.0,,Zagłębie Lubin,,Polish T-Mobile Ekstraklasa,,1.0
S. Al Harbi,20,Saudi Arabia,180,75,,2000.0,,220000.0,407000.0,,Al Fayha,,Saudi Abdul L. Jameel League,,1.0
S. Goma,19,France,183,73,,750.0,,230000.0,357000.0,,FC Academica Clinceni,,Romanian Liga I,,1.0
M. Łęgowski,18,Poland,181,81,,500.0,,240000.0,474000.0,,Pogoń Szczecin,,Polish T-Mobile Ekstraklasa,,1.0
C. Șerban,18,Romania,175,65,,500.0,,275000.0,543000.0,,CS Mioveni,,Romanian Liga I,,1.0
P. Zimmermann,18,Germany,184,77,,500.0,,250000.0,519000.0,,Viktoria Köln,,German 3. Bundesliga,,3.0
L. Walta,18,Finland,178,70,,650.0,,300000.0,675000.0,,FC Nordsjælland,,Danish Superliga,,1.0
A. Minda,18,Ecuador,180,68,,500.0,,300000.0,945000.0,,Independiente del Valle,,Ecuadorian Serie A,,1.0
A. Delphis,18,France,178,68,,500.0,,250000.0,488000.0,,FC Sochaux-Montbéliard,,French Ligue 2,,2.0
R. Glover,20,England,177,72,,4000.0,,250000.0,631000.0,,AFC Bournemouth,,English League Championship,,2.0
J. McGonigle,25,Northern Ireland,183,77,,550.0,,140000.0,228000.0,,Derry City,,Rep. Ireland Airtricity League,,1.0
M. Ortiz,18,Colombia,173,69,,500.0,,300000.0,705000.0,,América de Cali,,Colombian Liga Postobón,,1.0
S. Butler,18,Wales,185,74,,1000.0,,250000.0,631000.0,,Swansea City,,English League Championship,,2.0
İ. Çelik,17,Turkey,173,60,,500.0,,350000.0,1100000.0,,Adana Demirspor,,Turkish Süper Lig,,1.0
H. Beadle,18,England,185,73,,650.0,,230000.0,546000.0,,Colchester United,,English League Two,,4.0
M. Sawadogo,17,Switzerland,175,69,,500.0,,250000.0,519000.0,,Servette FC,,Swiss Super League,,1.0
R. González,21,Mexico,165,67,,1000.0,,240000.0,444000.0,,Gallos Blancos de Querétaro,,Mexican Liga MX,,1.0
A. Ordoñez,17,United States,188,73,,500.0,,350000.0,858000.0,,FC Cincinnati,,USA Major League Soccer,,1.0
M. Chiacig,17,Belgium,185,70,,500.0,,250000.0,625000.0,,Royal Charleroi S.C.,,Belgian Jupiler Pro League,,1.0
E. McJannet,17,Republic of Ireland,177,66,,500.0,,300000.0,855000.0,,Luton Town,,English League Championship,,2.0
Papu Mendes,20,Portugal,172,65,,2000.0,,250000.0,519000.0,,Servette FC,,Swiss Super League,,1.0
O. Alfonsi,18,Sweden,183,73,,500.0,,275000.0,516000.0,,Varbergs BoIS FC,,Swedish Allsvenskan,,1.0
A. Powell,18,England,172,72,,550.0,,250000.0,619000.0,,Peterborough United,,English League Championship,,2.0
R. Denuit,19,Belgium,184,78,,1000.0,,240000.0,396000.0,,Seraing,,Belgian Jupiler Pro League,,1.0
E. Spago,19,Belgium,186,75,,1000.0,,240000.0,498000.0,,Seraing,,Belgian Jupiler Pro League,,1.0
N. Serwy,18,Belgium,168,59,,1000.0,,275000.0,571000.0,,Seraing,,Belgian Jupiler Pro League,,1.0
P. Fahrner,18,Germany,180,75,,500.0,,250000.0,519000.0,,SC Freiburg II,,German 3. Bundesliga,,3.0
N. Botic,19,Australia,183,74,,500.0,,300000.0,675000.0,,Western United FC,,Australian Hyundai A-League,,1.0
C. Negoescu,18,Romania,176,70,,550.0,,275000.0,543000.0,,AFC UTA Arad,,Romanian Liga I,,1.0
J. Mendes,18,Sweden,177,70,,500.0,,250000.0,469000.0,,Hammarby IF,,Swedish Allsvenskan,,1.0
A. Al Haizan,20,Saudi Arabia,180,70,,3000.0,,275000.0,626000.0,,Al Tai,,Saudi Abdul L. Jameel League,,1.0
L. Jenkins,18,England,180,70,,500.0,,250000.0,594000.0,,AFC Wimbledon,,English League One,,3.0
I. Ogundere,18,England,177,66,,500.0,,240000.0,570000.0,,AFC Wimbledon,,English League One,,3.0
K. Frimpong,18,England,174,65,,500.0,,250000.0,594000.0,,AFC Wimbledon,,English League One,,3.0
L. Schlosser,20,Austria,180,70,,2000.0,,250000.0,413000.0,,SV Ried,,Austrian Football Bundesliga,,1.0
N. Defreitas-Hansen,19,Denmark,189,75,,1000.0,,220000.0,556000.0,,Swansea City,,English League Championship,,2.0
K. Sow,18,Switzerland,198,80,,600.0,,325000.0,796000.0,,FC Lausanne-Sport,,Swiss Super League,,1.0
Y. Al Hassan,20,Saudi Arabia,174,72,,3000.0,,250000.0,569000.0,,Al Taawoun,,Saudi Abdul L. Jameel League,,1.0
M. Surzyn,17,Poland,175,65,,500.0,,275000.0,543000.0,,Jagiellonia Białystok,,Polish T-Mobile Ekstraklasa,,1.0
R. Shirley,18,England,177,64,,950.0,,275000.0,653000.0,,Plymouth Argyle,,English League One,,3.0
A. Hrosu,20,Ukraine,175,65,,950.0,,240000.0,372000.0,,Górnik Zabrze,,Polish T-Mobile Ekstraklasa,,1.0
G. Broman,19,Sweden,184,83,,500.0,,220000.0,319000.0,,IF Elfsborg,,Swedish Allsvenskan,,1.0
J. Oehmichen,17,Germany,177,69,,500.0,,275000.0,598000.0,,SG Dynamo Dresden,,German 2. Bundesliga,,2.0
I. Koné,19,Côte d'Ivoire,188,75,,750.0,,300000.0,735000.0,,Club de Foot Montréal,,USA Major League Soccer,,1.0
L. Watson,18,Scotland,178,64,,500.0,,250000.0,594000.0,,Heart of Midlothian,,Scottish Premiership,,1.0
I. Vik,18,Norway,188,78,,500.0,,250000.0,469000.0,,Tromsø IL,,Norwegian Eliteserien,,1.0
R. Al Qahtani,19,Saudi Arabia,172,65,,2000.0,,275000.0,626000.0,,Damac FC,,Saudi Abdul L. Jameel League,,1.0
A. Aguilar,20,Paraguay,178,75,,500.0,,220000.0,517000.0,,Club Nacional,,Paraguayan Primera División,,1.0
Dinpuia,24,India,180,78,,500.0,,220000.0,341000.0,,Jamshedpur FC,,Indian Super League,,1.0
S. Henriksen,19,Norway,180,70,,550.0,,250000.0,363000.0,,Tromsø IL,,Norwegian Eliteserien,,1.0
S. Terasaka,17,Japan,181,72,,500.0,,250000.0,481000.0,,Vissel Kobe,,Japanese J. League Division 1,,1.0
I. Hamache,18,France,172,68,,500.0,,250000.0,594000.0,,Valenciennes FC,,French Ligue 2,,2.0
B. Johnsplass,17,Norway,178,72,,500.0,,250000.0,469000.0,,FK Bodø/Glimt,,Norwegian Eliteserien,,1.0
Jin Qiang,28,China PR,185,80,2000.0,2000.0,150000.0,90000.0,,Shenzhen FC,Hebei FC,Chinese Super League,Chinese Super League,1.0,1.0
Zhao Xuebin,28,China PR,183,72,,2000.0,,100000.0,155000.0,,Shijiazhuang Ever Bright F.C.,,Chinese Super League,,1.0
Wang Fei,32,China PR,178,67,2000.0,2000.0,80000.0,70000.0,109000.0,Qingdao FC,Qingdao FC,Chinese Super League,Chinese Super League,1.0,1.0
M. Kelly,24,Republic of Ireland,196,86,,500.0,,110000.0,179000.0,,Longford Town,,Rep. Ireland Airtricity League,,1.0
B. Singh,34,India,180,75,,500.0,,45000.0,61000.0,,SC East Bengal FC,,Indian Super League,,1.0
Xu Jiamin,27,China PR,192,80,2000.0,2000.0,110000.0,90000.0,146000.0,Dalian Professional Football Club,Dalian Professional Football Club,Chinese Super League,Chinese Super League,1.0,1.0
Liao Chengjian,27,China PR,182,75,1000.0,1000.0,130000.0,100000.0,163000.0,Shijiazhuang Ever Bright F.C.,Shijiazhuang Ever Bright F.C.,Chinese Super League,Chinese Super League,1.0,1.0
T. Akmurzin,23,Russia,189,80,,4000.0,,180000.0,324000.0,,Spartak Moskva,,Russian Premier League,,1.0
S. Boyd,23,Republic of Ireland,195,84,,500.0,,210000.0,368000.0,,Finn Harps,,Rep. Ireland Airtricity League,,1.0
B. Nkololo,24,France,187,75,,500.0,,190000.0,276000.0,,Central Coast Mariners,,Australian Hyundai A-League,,1.0
R. Díaz,25,Mexico,178,72,,1000.0,,100000.0,173000.0,,Gallos Blancos de Querétaro,,Mexican Liga MX,,1.0
Feng Boxuan,24,China PR,181,75,3000.0,3000.0,250000.0,130000.0,,Henan Songshan Longmen FC,Henan Songshan Longmen FC,Chinese Super League,Chinese Super League,1.0,1.0
Wen Jiabao,22,China PR,177,65,2000.0,2000.0,200000.0,200000.0,350000.0,Shanghai Shenhua FC,Shanghai Shenhua FC,Chinese Super League,Chinese Super League,1.0,1.0
B. Sass-Davies,21,Wales,185,79,1000.0,1000.0,140000.0,220000.0,523000.0,Crewe Alexandra,Crewe Alexandra,English League One,English League One,3.0,3.0
M. Al Baqawi,23,Saudi Arabia,180,71,2000.0,2000.0,180000.0,160000.0,296000.0,Al Taawoun,Al Taawoun,Saudi Abdul L. Jameel League,Saudi Abdul L. Jameel League,1.0,1.0
A. Burke-Gilroy,23,Australia,178,69,,800.0,,200000.0,290000.0,,Perth Glory,,Australian Hyundai A-League,,1.0
R. Hannam,20,England,178,67,,5000.0,,240000.0,606000.0,,Crystal Palace,,English Premier League,,1.0
Jiang Weipeng,28,China PR,183,78,2000.0,2000.0,110000.0,80000.0,124000.0,Qingdao FC,Qingdao FC,Chinese Super League,Chinese Super League,1.0,1.0
S. Shotton,20,England,184,75,5000.0,4000.0,250000.0,210000.0,530000.0,West Bromwich Albion,West Bromwich Albion,English Premier League,English League Championship,1.0,2.0
Qian Yumiao,23,China PR,178,65,2000.0,2000.0,130000.0,200000.0,350000.0,Tianjin Jinmen Tiger FC,Tianjin Jinmen Tiger FC,Chinese Super League,Chinese Super League,1.0,1.0
R. Warland,18,Australia,184,70,,500.0,,220000.0,413000.0,,Newcastle Jets,,Australian Hyundai A-League,,1.0
Dong Honglin,25,China PR,188,72,2000.0,2000.0,160000.0,140000.0,228000.0,Chongqing Liangjiang Athletic,Chongqing Liangjiang Athletic,Chinese Super League,Chinese Super League,1.0,1.0
M. Sutton,21,Australia,188,70,750.0,900.0,230000.0,200000.0,375000.0,Melbourne Victory,Melbourne City FC,Australian Hyundai A-League,Australian Hyundai A-League,1.0,1.0
K. Grozos,20,Australia,178,72,850.0,500.0,220000.0,210000.0,305000.0,Western Sydney Wanderers,Newcastle Jets,Australian Hyundai A-League,Australian Hyundai A-League,1.0,1.0
S. Brynn,20,England,184,74,800.0,2000.0,210000.0,200000.0,505000.0,Middlesbrough,Middlesbrough,English League Championship,English League Championship,2.0,2.0
O. Paz,25,Mexico,188,91,,1000.0,,120000.0,228000.0,,Club Universidad Nacional,,Mexican Liga MX,,1.0
J. Smylie,21,Australia,180,76,,500.0,,230000.0,334000.0,,Central Coast Mariners,,Australian Hyundai A-League,,1.0
S. Valenzuela,22,Colombia,175,69,500.0,500.0,210000.0,210000.0,326000.0,Deportivo Pasto,Deportivo Pasto,Colombian Liga Postobón,Colombian Liga Postobón,1.0,1.0
